,Name,Params,Accuracy,Precision (0),Recall (0),F1 (0),Precision (1),Recall (1),F1 (1)
0,LSTM,250 layers,0.5439330543933054,0.5433070866141733,0.575,0.5587044534412955,0.5446428571428571,0.5126050420168067,0.528138528138528
1,LSTM,200 layers,0.5481171548117155,0.5416666666666666,0.65,0.5909090909090908,0.5578947368421052,0.44537815126050423,0.4953271028037384
2,LSTM,100 layers,0.5104602510460251,0.5098039215686274,0.65,0.5714285714285715,0.5116279069767442,0.3697478991596639,0.4292682926829269
3,LSTM,50 layers,0.4811715481171548,0.4861111111111111,0.5833333333333334,0.5303030303030304,0.47368421052631576,0.37815126050420167,0.4205607476635514
4,CNN with Attention,"32 filters, kernel size 7",0.5104602510460251,0.5093167701863354,0.6833333333333333,0.5836298932384341,0.5128205128205128,0.33613445378151263,0.40609137055837563
5,CNN with Attention,"32 filters, kernel size 5",0.5439330543933054,0.5374149659863946,0.6583333333333333,0.5917602996254682,0.5543478260869565,0.42857142857142855,0.4834123222748815
6,CNN with Attention,"32 filters, kernel size 3",0.5188284518828452,0.5172413793103449,0.625,0.5660377358490567,0.5212765957446809,0.4117647058823529,0.460093896713615
7,CNN with Attention,"64 filters, kernel size 7",0.497907949790795,0.5,0.7083333333333334,0.5862068965517241,0.4927536231884058,0.2857142857142857,0.36170212765957444
8,CNN with Attention,"64 filters, kernel size 5",0.5564853556485355,0.5460526315789473,0.6916666666666667,0.6102941176470589,0.5747126436781609,0.42016806722689076,0.4854368932038835
9,CNN with Attention,"64 filters, kernel size 3",0.5313807531380753,0.521978021978022,0.7916666666666666,0.6291390728476821,0.5614035087719298,0.2689075630252101,0.3636363636363636
10,CNN with Attention,"128 filters, kernel size 7",0.5271966527196653,0.52,0.7583333333333333,0.6169491525423728,0.546875,0.29411764705882354,0.3825136612021858
11,CNN with Attention,"128 filters, kernel size 5",0.5523012552301255,0.5389221556886228,0.75,0.6271777003484321,0.5833333333333334,0.35294117647058826,0.4397905759162304
12,CNN with Attention,"128 filters, kernel size 3",0.5313807531380753,0.5229885057471264,0.7583333333333333,0.6190476190476191,0.5538461538461539,0.3025210084033613,0.3913043478260869
13,CNN with Attention,"256 filters, kernel size 7",0.5230125523012552,0.5174418604651163,0.7416666666666667,0.6095890410958904,0.5373134328358209,0.3025210084033613,0.3870967741935483
14,CNN with Attention,"256 filters, kernel size 5",0.5313807531380753,0.5240963855421686,0.725,0.6083916083916083,0.547945205479452,0.33613445378151263,0.41666666666666663
15,CNN with Attention,"256 filters, kernel size 3",0.5313807531380753,0.5232558139534884,0.75,0.6164383561643836,0.5522388059701493,0.31092436974789917,0.3978494623655914
16,RNN,200 units,0.5397489539748954,0.532051282051282,0.6916666666666667,0.6014492753623187,0.5542168674698795,0.3865546218487395,0.4554455445544555
17,RNN,150 units,0.5355648535564853,0.5323741007194245,0.6166666666666667,0.5714285714285715,0.54,0.453781512605042,0.49315068493150693
18,RNN,100 units,0.502092050209205,0.503448275862069,0.6083333333333333,0.5509433962264151,0.5,0.3949579831932773,0.44131455399061037
19,RNN,50 units,0.5648535564853556,0.5645161290322581,0.5833333333333334,0.5737704918032787,0.5652173913043478,0.5462184873949579,0.5555555555555555
20,CNN,"32 filters, kernel size 7",0.5146443514644351,0.5116279069767442,0.7333333333333333,0.6027397260273971,0.5223880597014925,0.29411764705882354,0.3763440860215053
21,CNN,"32 filters, kernel size 5",0.5313807531380753,0.5273972602739726,0.6416666666666667,0.5789473684210527,0.5376344086021505,0.42016806722689076,0.4716981132075472
22,CNN,"32 filters, kernel size 3",0.5397489539748954,0.5367647058823529,0.6083333333333333,0.5703125,0.5436893203883495,0.47058823529411764,0.5045045045045046
23,CNN,"64 filters, kernel size 7",0.48535564853556484,0.49032258064516127,0.6333333333333333,0.5527272727272727,0.47619047619047616,0.33613445378151263,0.39408866995073893
24,CNN,"64 filters, kernel size 5",0.5355648535564853,0.5266272189349113,0.7416666666666667,0.615916955017301,0.5571428571428572,0.3277310924369748,0.41269841269841273
25,CNN,"64 filters, kernel size 3",0.5062761506276151,0.5067567567567568,0.625,0.5597014925373135,0.5054945054945055,0.3865546218487395,0.4380952380952381
26,CNN,"128 filters, kernel size 7",0.5188284518828452,0.5161290322580645,0.6666666666666666,0.5818181818181819,0.5238095238095238,0.3697478991596639,0.43349753694581283
27,CNN,"128 filters, kernel size 5",0.5564853556485355,0.5466666666666666,0.6833333333333333,0.6074074074074074,0.5730337078651685,0.42857142857142855,0.4903846153846154
28,CNN,"128 filters, kernel size 3",0.502092050209205,0.5027932960893855,0.75,0.6020066889632107,0.5,0.25210084033613445,0.33519553072625696
29,CNN,"256 filters, kernel size 7",0.497907949790795,0.5,0.35,0.4117647058823529,0.4967741935483871,0.6470588235294118,0.562043795620438
30,CNN,"256 filters, kernel size 5",0.5564853556485355,0.5466666666666666,0.6833333333333333,0.6074074074074074,0.5730337078651685,0.42857142857142855,0.4903846153846154
31,CNN,"256 filters, kernel size 3",0.5188284518828452,0.5139664804469274,0.7666666666666667,0.6153846153846154,0.5333333333333333,0.2689075630252101,0.35754189944134074
